Company,Industry,Company Type,Sector,Contact,Pincode,Address,Website
SICGIL India Ltd,Chemical,Industry Top,Private Sector,,600002,"VI Floor, Dhun Building, # 84, (Old No. 827), Anna Salai, Chennai Tamil Nadu , 600002",www.sicgil.com
Sicgilsol India Pvt Ltd,Chemical,Industry Top,Private Sector,"28521644, 39850700",600002,"Dhun Building, VIth Floor, #84 Anna Salai Road, Chennai Tamil Nadu , 600002",www.sicgilsol.com
Sidhu Pharma Labs Pvt Ltd,"Pharmaceuticals , Labs",Industry Top,Private Sector,,600090,"2A, Nehru Street, Besant Nagar, Chennai Tamil Nadu , 600090",www.sidhupharma.com
Siechem Technologies Pvt Ltd,"Electrical , Electronics",Industry Top,Private Sector,"25226141, 25220859",600001,"26/27, Errabalu Chetty St, Chennai Tamil Nadu , 600001",www.siechem.com
Sify Technologies Ltd,Information Technology (IT),Industry Top,Private Sector,"22540777, 22540770",600113,"II Floor, Tidel Park,No.4, Rajiv Gandhi Salai,, Chennai Tamil Nadu , 600113",www.sifytechnologies.com
Simpson & Co Ltd (Amalgamations),"Automobile , Auto Ancillaries & Dealers",Industry Top,Private Sector,28584918,600002,"861/862, Anna Salai, Chennai Tamil Nadu , 600002",www.simpsons.in
Sipping Spirits Pvt Ltd,"Food , FMCG , Agriculture",Industry Top,Private Sector,42328580,600020,"7, Kamaraj Avenue 1st Street, Adyar,, Chennai Tamil Nadu , 600020",sippingspirits.com
SIRCO-ICAI,"Institutes - Educational , Training",Industry Top,Private Sector,30210356,600034,"122, Mahatma Gandhi Road, Nungambakkam, Chennai Tamil Nadu , 600034",www.sircoficai.org
Sivanesan Company,"Consumer Durables, Home Appliances",Industry Top,Private Sector,28363052,600010,"182, PH Road, Kipauk, Chennai Tamil Nadu , 600010",www.sspremier.net
Sjlt Textiles Pvt Ltd,"Garment , Textile",Industry Top,Private Sector,28111644,600086,"2E, Second Floor, Prince Arcate, 22A, Cathedral Road, Chennai Tamil Nadu , 600086",www.sjlt.in
Skillease,Consulting,Industry Top,Private Sector,"45966100, 45966145",600004,"No.91, Dr.Radhakrishnan Salai, 8th Floor Gee Gee Crystal, Office No.8C & 8D, Mylapore, Chennai Tamil Nadu , 600004",www.skillease.co.in
Skilworth Technologies Pvt Ltd,Information Technology (IT),Industry Top,Private Sector,46059500,600017,"New No 51 Chaitanya Exotica 9th Floor, Venkatnarayana Road, T Nagar,, Chennai Tamil Nadu , 600017",bijlipay.co.in
SLA IT Training Company,"Institutes - Educational , Training",Industry Top,Private Sector,,600078,"No.10, PT Rajan Salai,K.K. Nagar, Sector 1, Chennai Tamil Nadu , 600078",www.slainstitute.com
SLO Industries Ltd,Iron & Steel,Industry Top,Private Sector,26643350,600030,"No 265 / 447 2nd Floor, P H Road, Aminjikarai,, Chennai Tamil Nadu , 600030",www.sloindustries.com
SmarTek Consultancy Services India Pvt Ltd,Information Technology (IT),Industry Top,Private Sector,33103100,600096,"2nd Floor, Block B, S P Infocity Plot No.40, MGR Salai Kandanchavadi, Perungudi, Chennai Tamil Nadu , 600096",www.smartek21.com
SMILE Microfinance Ltd,BFSI,Industry Top,Private Sector,24831588,600033,"14/25, Chakrapani Street, West Mambalam, Chennai Tamil Nadu , 600033",www.smileltd.in
SMPC Industries India Pvt Ltd,Iron & Steel,Industry Top,Private Sector,27921213,600008,"17-B Second Floor Wellington Estate Door # 53 Ethiraj Salai Egmore, Chennai Tamil Nadu , 600008",www.smpcindia.com
SN Rathinasamy Nadar And Sons,"Food , FMCG , Agriculture",Industry Top,Private Sector,,600081,"2/4 , Vaidyanatha Mudali Street, Tondiarpet, Chennai Tamil Nadu , 600081",
SNB Associates,Consulting,Industry Top,Private Sector,28224382,600006,"12, 3rd Floor, Gemini Parsn Complex 121 Anna Salai, Chennai Tamil Nadu , 600006",www.snba.in
SNJ Breweries Pvt Ltd,"Food , FMCG , Agriculture",Industry Top,Private Sector,,600035,"99,Canal Bank Road, IT Nagar Nandanam,, Chennai Tamil Nadu , 600035",snjgroup.com
SNJ Distillers Pvt Ltd,"Food , FMCG , Agriculture",Industry Top,Private Sector,24327994,600035,"99, Canal Bank Road, CIT Nagar Nandanam, Chennai Tamil Nadu , 600035",www.snjgroup.com
Solara Active Pharma Sciences Ltd,"Pharmaceuticals , Labs",Industry Top,Private Sector,"43446700, 22207500",600032,"3rd & 4th Floor, Batra Centre, No.28, Sardar Patel Road, Guindy, Chennai Tamil Nadu , 600032",solara.co.in
Solverminds Solutions & Technologies Pvt Ltd,Information Technology (IT),Industry Top,Private Sector,"42020233, 42018125",603103,"Plot 2B-4, VII Cross Street, SIPCOT IT PARK, OMR Siruseri,Kanchipuram District, Chennai Tamil Nadu , 603103",www.solverminds.com
"Somerset Greenways,Chennai (Rattha)",Hotels & Restaurants,Industry Top,Private Sector,"71000001, 71010000",600028,"No 94, MRC Nagar, Sathyadev Avenue, Raja Annamalai Puram, Chennai Tamil Nadu , 600028",www.somerset.com
Sooriya Hospital,"Hospitals , Healthcare",Industry Top,Private Sector,"23761756, 23761751",600093,"No.1, Arunachalam Road, Saligramam, Chennai Tamil Nadu , 600093",www.sooriyahospital.com
Soul Garden Bistro Chennai,Hotels & Restaurants,Industry Top,Private Sector,45145433,600018,"No.14, Ananda Road,Alwarpet, Chennai Tamil Nadu , 600018",www.soulgardenbistro.com
Soundarya Decorators Pvt Ltd,"Construction, Infrastructure",Industry Top,Private Sector,40805555,600127,"Plot No.26, Survey Nos.2 and 3, Porur Village, Kolathur Post, Keezhkottaiyur,, Chennai Tamil Nadu , 600127",soundarya.co.in
South India Corporation Ltd (Chettinad),"Construction, Infrastructure, Engineering",Industry Top,Private Sector,"42988686, 42951800",600006,"603 Anna Salai,, Chennai Tamil Nadu , 600006",www.chettinad.com
South India Surgical Company Ltd,"Pharmaceuticals , Labs",Industry Top,Private Sector,42195500,600002,"117/65, Wallajah Road, Triplicane, Chennai Tamil Nadu , 600002",www.sisco.in
Southern Agrifurane Industries Ltd,"Food , FMCG , Agriculture",Industry Top,Private Sector,,600004,"Mgm Centre No 1, 9th Street, Dr Radha Krishnan Salai,Mylapore, Chennai Tamil Nadu , 600004",
Southern Asiana Industrials Pvt Ltd,"Garment , Textile",Industry Top,Private Sector,,600042,"1/ P.No.111 6th St Murugunagar, Velachery ,, Chennai Tamil Nadu , 600042",
Southern Health Foods Pvt Ltd (Manna Foods),"Food , FMCG , Agriculture",Industry Top,Private Sector,"26283991, 26286620",600040,"129, Z block, (Plot no. 1060), 6th Avenue, Anna Nagar, Chennai Tamil Nadu , 600040",www.mannafoods.in
Sowbaghya Enterprises Pvt Ltd,"Consumer Durables, Home Appliances, Electrical , Electronics",Industry Top,Private Sector,"28343547, 28342908",600017,"32/A, North Usman Road, T.Nagar, Chennai Tamil Nadu , 600017",www.sowbaghya.com
SP Coal Resources Pvt Ltd,"Export , Import Houses",Industry Top,Private Sector,,600001,"Old no#28, New no#12, Door no 4b., 4th floor, Second line beach road,, Chennai Tamil Nadu , 600001",www.spcoal.in
SP Garments,"Garment , Textile",Industry Top,Private Sector,26620151,600012,"11 Perambur High Road, Chennai Tamil Nadu , 600012",www.spgarments.com
Speed-A-Way Pvt Ltd (Amalgamations),Engineering,Industry Top,Private Sector,"28460511, 28460411",600002,"207, Anna Salai, Chennai Tamil Nadu , 600002",www.speedawayprivatelimited.com
SPEL Semiconductor Ltd,"Electrical , Electronics",Industry Top,Private Sector,,603209,"5 CMDA Industrial Estate MM Nagar, Chennai Tamil Nadu , 603209",
Spencers Travel Services Ltd(RPG) (RPG),"Travel , Tourism",Industry Top,Private Sector,43939401,600014,"Sudharshan Building, 6th floor,27 Whites Road, Chennai Tamil Nadu , 600014",www.spencerstravel.com
SPI Cinemas Pvt Ltd(Sathyam Cinemas),Entertainment,Industry Top,Private Sector,"43920200, 43920301",600014,"25, Whites road, Mamatha complex, 5th Floor, Royapettah, Chennai Tamil Nadu , 600014",www.spicinemas.in
Spinco Biotech Pvt Ltd,"Pharmaceuticals , Labs",Industry Top,Private Sector,"24340174, 45678900",600096,"81 & 84, Perungudi Indl Estate, Chennai Tamil Nadu , 600096",www.spincotech.com
SPL Infrastructure Pvt Ltd,"Construction, Infrastructure",Industry Top,Private Sector,"48674770, 48674775",600018,"15, Kasturi Rangan Road, Alwarpet, Chennai Tamil Nadu , 600018",www.splinfra.com
SPR Construction Pvt Ltd,"Construction, Infrastructure",Industry Top,Private Sector,66786678,600079,"1, Cooks Road, Perambur,, Chennai Tamil Nadu , 600079",www.sprindia.com
SPS Hyundai Pvt Ltd,"Automobile , Auto Ancillaries & Dealers",Industry Top,Private Sector,,600052,"No 447/1 A1, Gnt Road, Redhills, Vengathur, Chennai Tamil Nadu , 600052",www.hyundaimotor.in
Sree Balaji Medical College & Hospital (Accord),"Institutes - Educational , Training",Industry Top,Private Sector,42911000,600044,"7, Works Road Chromepet, Chennai Tamil Nadu , 600044",www.sbmch.ac.in
Sree Gokulam Chit & Finance Co. Pvt Ltd,BFSI,Industry Top,Private Sector,24721995,600024,"No.66,Arcot Road Kodambakkam, Chennai Tamil Nadu , 600024",www.gokulamchits.com
Sree Sastha Institute of Engineering And Technology,"Institutes - Educational , Training",Industry Top,Private Sector,"26440165, 26810117",602103,"Sree Sastha Nagar,Chennai , Chennai Tamil Nadu , 602103",sreesasthainstitutions.in
Sree Shanthosh Steels Pvt Ltd,Iron & Steel,Industry Top,Private Sector,,600003,"Old No 132 New No 71, Rasappa Chetty Street Park Town, Chennai Tamil Nadu , 600003",
Sree Sumangala Metals & Industries Pvt Ltd,"Mineral , Metal , Mining",Industry Top,Private Sector,24359040,600018,"130A/209A, Sant Marris Road, Alwarpet, Chennai Tamil Nadu , 600018",www.sreesumangala.com
Sreekumaar Texind Corporation,"Garment , Textile",Industry Top,Private Sector,"26495969, 26495970",600077,"Plot No 5, Numbal Road, Velappanchavadi, Chennai Tamil Nadu , 600077",www.sreekumaar.in
Sreerosh Properties Pvt Ltd,"Construction, Infrastructure",Industry Top,Private Sector,"26440644, 26440645",600010,"2nd floor No. 97 (Old No 41 -A) Newavadi Road Kilpauk, Chennai Tamil Nadu , 600010",www.sreerosh.com
Sreevaas Roofing Pvt Ltd,Chemical,Industry Top,Private Sector,30897700,600006,"No E 7, 3rd Floor Gemini Parsn Apartments Cathedral Garden Road, Chennai Tamil Nadu , 600006",www.sreevaasroofing.com
Sreevatsa Tube Corporation,"Iron & Steel, Engineering",Industry Top,Private Sector,25953149,600013,"No.7, Kamaraj Park Street Royapuram,, Chennai Tamil Nadu , 600013",www.sreevatsatube.com
Sri Arunodayam Charitable Trust,"NGOs , Trust , Charitable Institutions",Industry Top,Private Sector,,600099,"Plot No 45, Sivananda Nagar, (Opp Senthil Nagar Bus Stop), Kolathur, Chennai Tamil Nadu , 600099",www.sriarunodayam.org
Sri Balaji Assemblies & Plastics Pvt Ltd ( SBAP ),Engineering,Industry Top,Private Sector,"22780097, 22780098",600073,"176, Vengai Vasal Main Road, Gowrivakkam,, Chennai Tamil Nadu , 600073",www.sbap.co.in
Sri Balaji Enterprises.,Engineering,Industry Top,Private Sector,42625832,600001,"Old No. 73, New No. 6 Perriyanna Mudali Street, Seven Wells, Chennai Tamil Nadu , 600001",www.sbventilators.com
Sri City Pvt Ltd,"Construction, Infrastructure",Industry Top,Private Sector,45402000,600004,"85, Kutchery Road Mylapore, Chennai Tamil Nadu , 600004",www.sricity.in
Sri Devi Hospitals,"Hospitals , Healthcare",Industry Top,Private Sector,26161959,600107,"#1620-A, 16th Main Road Anna Nagar, Chennai Tamil Nadu , 600107",www.sridevihospital.com
Sri Kauvery Medical Care (India) Ltd,"Hospitals , Healthcare",Industry Top,Private Sector,40006000,600004,"Alwarpet, Chennai Tamil Nadu , 600004",www.kauveryhospital.com
Sri Krish International School,"Institutes - Educational , Training",Industry Top,Private Sector,,600128,"1/191 A, Rajiv Gandhi Nagar, Kundrathur Main Road,, Chennai Tamil Nadu , 600128",www.srikrishinternationalschool.com
Sri Lakshmi Saraswathi Cotspin Pvt Ltd,"Garment , Textile",Industry Top,Private Sector,"26286888, 26190076",600030,"No. 9 Crescent Road, Shenoy Nagar, Chennai Tamil Nadu , 600030",www.slsgroupind.com
Sri Lakshmi Saraswathi Textiles Arni Ltd,"Garment , Textile",Industry Top,Private Sector,28277344,600034,"16 Krishnama Road, Nungambakam, Chennai Tamil Nadu , 600034",www.slstindia.com
Sri Muthukumaran Educational Trust,"NGOs , Trust , Charitable Institutions",Industry Top,Private Sector,23662422,600078,"New No 61, Old No 641, Ramasamy Salai, K K Nagar, Chennai Tamil Nadu , 600078",
Sri Paranthaman Textiles Pvt Ltd,"Garment , Textile",Industry Top,Private Sector,,600017,"91 Manoharan Street, South West Boag Roa T. Nagar, Chennai Tamil Nadu , 600017",www.paranthaman.com
Sri Ram Dayal Khemka Vivekananda Vidyalaya Junior College,"Institutes - Educational , Training",Industry Top,Private Sector,23455941,600019,"No. 9, Ellaiamman Koil Street, Thiruvottiyur, Chennai Tamil Nadu , 600019",www.srdkvv.org
Sri Ramachandra University,"Institutes - Educational , Training",Industry Top,Private Sector,45928500,600116,"No.1, Ramachandra Nagar, Porur, Chennai Tamil Nadu , 600116",www.sriramachandra.edu.in
Sri Ramanujar Engineering College,"Institutes - Educational , Training",Industry Top,Private Sector,22751380,600127,"Kolapakkam , Vandalur, Chennai Tamil Nadu , 600127",www.sriramanujar.ac.in
Sri Sai Ram Homoeopathy Medical College & Research Centre,"Institutes - Educational , Training",Industry Top,Private Sector,22512030,600044,"Sai Leo Nagar, Poonthandalam West Tambaram, Chennai Tamil Nadu , 600044",www.sairamhomoeo.edu.in
Sri Sai Traders,"Export , Import Houses, Food , FMCG , Agriculture",Industry Top,Private Sector,,600001,"Plot No. 10/ 329, 2nd Floor, Thambu Chetty Street Peddanaickenpet, Near Murugan Stores, Chennai Tamil Nadu , 600001",
Sri Sankara Senior Secondary School,"Institutes - Educational , Training",Industry Top,Private Sector,24912510,600020,"9/21 Vasantha Press Road, Adyar, Chennai Tamil Nadu , 600020",www.srisankaraschools.org
Sri Sarvaraya Sugars Ltd,"Food , FMCG , Agriculture",Industry Top,Private Sector,28276182,600008,"12, Ethiraj Salai, Egmore, Chennai Tamil Nadu , 600008",www.srisarvarayasugars.in
Sri Venkateswara Institute Of Science & Technology,"Institutes - Educational , Training",Industry Top,Private Sector,27666699,631203,"Kolundhalur, Thiruvallur, Chennai Tamil Nadu , 631203",
Srinivasa Chemical Enterprises.,Chemical,Industry Top,Private Sector,,600024,"11/6, Paapathy Ammal Street, Samiyar Madam, Kodambakkam, Chennai Tamil Nadu , 600024",
Srinivasa Fashions Pvt Ltd,"Export , Import Houses, Garment , Textile",Industry Top,Private Sector,47468306,600034,"1A, Regency, No 5, 1st Lane Nungambakkam High Road, Chennai Tamil Nadu , 600034",www.srinivasafashions.com
Sriram Engineering College,"Institutes - Educational , Training",Industry Top,Private Sector,27689364,602024,"Perumalpattu, Veppampattu (R.S), Thiruvallur Dist, Chennai Tamil Nadu , 602024",sriramec.edu.in
Srisattva Group,Consulting,Industry Top,Private Sector,,600032,"904 & 956, Space Centre, 9th Floor, CITIUS A Block, Phase 1 Olympia Tech Park, Plot No. 1, SIDCO Industrial Estate, Guindy,, Chennai Tamil Nadu , 600032",srisattvagroup.com
SRM Institute of Science and Technology (SRM University),"Institutes - Educational , Training",Industry Top,Private Sector,43969967,600033,"No.1,Jawaharlal Nehru Road, 100 feet Road, Near Vadapalani Signal, Chennai Tamil Nadu , 600033",www.srmuniv.ac.in
"SRM Institutes for Medical Science, Vadapalani","Hospitals , Healthcare",Industry Top,Private Sector,43969997,600026,"No.1, Jawaharlal Nehru Salai, Chennai Tamil Nadu , 600026",www.simshospitals.com
SRM Transports India Pvt Ltd,"Courier , Logistics , Supply Chain ,Packaging , Transport, Travel , Tourism",Industry Top,Private Sector,43907059,600033,"No-3, Veerasamy Street, West Mambalam, Chennai Tamil Nadu , 600033",www.srmtransports.in
SSN College of Engineering,"Institutes - Educational , Training",Industry Top,Private Sector,"27469700, 24982656",603110,"Rajiv Gandhi Salai Old Mahabalipuram Road, Chennai Tamil Nadu , 603110",www.ssn.edu.in
SSPDL Ltd.,"Construction, Infrastructure",Industry Top,Private Sector,43442424,600085,"SSPDL House, No.2, Vellaiyan Street, Kotturpuram, Chennai Tamil Nadu , 600085",www.sspdl.com
St Bedes Anglo Indian Higher Secondary School,"Institutes - Educational , Training",Industry Top,Private Sector,"24981545, 24983450",600004,"No 37 Santhome High Road Santhome, Chennai Tamil Nadu , 600004",www.stbedeschennai.org
ST Courier Pvt Ltd,"Courier , Logistics , Supply Chain ,Packaging , Transport",Industry Top,Private Sector,22666666,600043,"199, Hariyan Street, C.Pallavaram, Chennai Tamil Nadu , 600043",www.stcourier.com
St Isabel Hospital,"Hospitals , Healthcare",Industry Top,Private Sector,"24991081, 24991082",600004,"49, Oliver Road, Mylapore, Chennai Tamil Nadu , 600004",www.stisabelshospital.in
St Peters & Paul Sea Food Pvt Ltd,"Food , FMCG , Agriculture",Industry Top,Private Sector,,600013,"No 11a New Thiruvalluvar Nagar, Kasimedu Royapuram, Chennai Tamil Nadu , 600013",www.peterpaulseafood.com
St. Peter University,"Institutes - Educational , Training",Industry Top,Private Sector,"26558085, 26558080",600054,"Colege Road Avadi, Chennai Tamil Nadu , 600054",www.saintpeters.edu
Stanadyne India Pvt Ltd (Amalgamations),Engineering,Industry Top,Private Sector,"37678300, 40988638",602025,"96, Aranvayal Village Poonamalle-Thiruvallur High Thiruvallur, Chennai Tamil Nadu , 602025",www.stanadyne.com
Stanfab Apparels Pvt Ltd,"Garment , Textile",Industry Top,Private Sector,26564102,600037,"14.East Mogappair Ind Estate, Anna Nagar west Extn,, Chennai Tamil Nadu , 600037",www.stanfabapparels.com
Stanpacks India Ltd (Bliss Group) (Bliss),"Courier , Logistics , Supply Chain ,Packaging , Transport",Industry Top,Private Sector,"26452325, 26461415",600010,"Old No 47 New No 4, Nowroji Road Chetpet, Chennai Tamil Nadu , 600010",www.blissgroup.com
Star Health and Allied Insurance Company Ltd (Buhari),BFSI,Industry Top,Private Sector,28288800,600034,"No.1, New Tank Street Valluvar Kottam High Road, Nungambakkam, Chennai Tamil Nadu , 600034",www.starhealth.in
Star Trace Pvt Ltd,Engineering,Industry Top,Private Sector,26419439,600052,"No:7, Jeevanandham Street, Red Hills, Chennai Tamil Nadu , 600052",www.startraceltd.com
State Industries Promotion Corporation of Tamil Nadu (SIPCOT) Ltd,"Ministeries , Govt Bodies , Associations",Industry Top,Public Sector,28554514,600008,"19-A, Rukmani Lakshmipathy Road, Egmore, Chennai Tamil Nadu , 600008",www.sipcot.com
State Institute of Rural Development,"Institutes - Educational , Training",Industry Top,Govt Sector,27452507,603209,"Maraimalai Nagar, Kancheepuram District, Chennai Tamil Nadu , 603209",www.sird.tn.nic.in
Stedman Pharmaceuticals Pvt Ltd,"Pharmaceuticals , Labs",Industry Top,Private Sector,,600020,"3-A, Adyar Bridge Road,Adyar,, Chennai Tamil Nadu , 600020",www.stedmanpharma.com
Stepsstones Promoters Pvt Ltd,"Construction, Infrastructure",Industry Top,Private Sector,43540080,600094,"No. 1/1, Sakthi Nagar No.1/1 2nd street choolaimedu, Chennai Tamil Nadu , 600094",www.stepsstone.net
Sterling Holiday Resorts India Ltd,Hotels & Restaurants,Industry Top,Private Sector,42573300,600097,"Purva Primus, 4th floor, No. 236, Okhiyampettai, Old Mahabalipuram Road, Thoraipakkam,, Chennai Tamil Nadu , 600097",mice.sterlingholidays.com
Structural Engineering Research Centre (SERC),"Institutes - Educational , Training",Industry Top,Govt Sector,"22542139, 22542175",600113,"CSIR Campus, Taramani, Chennai Tamil Nadu , 600113",www.serc.res.in
Subaya Constructions Company Ltd,"Construction, Infrastructure",Industry Top,Private Sector,,600083,"No. 21, Soundarapandian Salai, Ashok Nagar,, Chennai Tamil Nadu , 600083",
Sudarsan Technologies Inc.,Engineering,Industry Top,Private Sector,,600098,"303, Sidco Industrial Estate, Chennai Tamil Nadu , 600098",
